OBJECTID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,OwnOcc_e19,OwnOcc_m19,ValLt50k_e19,ValLt50k_m19,pValLt50k_e19,pValLt50k_m19,Val50_100k_e19,Val50_100k_m19,pVal50_100k_e19,pVal50_100k_m19,Val100_150k_e19,Val100_150k_m19,pVal100_150k_e19,pVal100_150k_m19,Val150_200k_e19,Val150_200k_m19,pVal150_200k_e19,pVal150_200k_m19,Val200_300k_e19,Val200_300k_m19,pVal200_300k_e19,pVal200_300k_m19,Val300_500k_e19,Val300_500k_m19,pVal300_500k_e19,pVal300_500k_m19,Val500k_1m_e19,Val500k_1m_m19,pVal500k_1m_e19,pVal500k_1m_m19,Val1mP_e19,Val1mP_m19,pVal1mP_e19,pVal1mP_m19,ValLt100k_e19,ValLt100k_m19,pValLt100k_e19,pValLt100k_m19,Val100_300k_e19,Val100_300k_m19,pVal100_300k_e19,pVal100_300k_m19,Val300kPlus_e19,Val300kPlus_m19,pVal300kPlus_e19,pVal300kPlus_m19,mMedHUValue_e19,mMedHUValue_m19,SHAPE_Length,SHAPE_Area
629,Three Rivers,No,30286,3309,ZCTA,ZCTA5 30286,5645,349,833,184,14.8,3.1,2155,300,38.2,4.8,1324,225,23.5,3.7,543,138,9.6,2.4,477,132,8.4,2.3,259,98,4.6,1.7,44,52,0.8,0.9,10,39,0.2,0.7,2988,352,52.9,5.3,2344,295,41.5,4.5,313,118,5.5,2.1,94000,8496,1.45678731872767,0.0491046895929529
630,Atlanta Regional Commission,Yes,30288,3310,ZCTA,ZCTA5 30288,2177,326,252,110,11.6,4.8,764,225,35.1,8.9,447,154,20.5,6.4,576,251,26.5,10.8,96,73,4.4,3.3,0,27,0,1.2,0,27,0,1.2,42,58,1.9,2.6,1016,251,46.7,9.1,1119,303,51.4,11.6,42,69,1.9,3.2,109800,26935,0.412935547084561,0.00197927025168658
631,Three Rivers,Yes,30289,3311,ZCTA,ZCTA5 30289,7,8,0,37,0,525.3,0,29,0,415.3,0,18,0,262.6,1,13,14.3,189.9,5,15,71.4,194.5,1,13,14.3,187.2,0,18,0,262.6,0,23,0,321.7,0,47,0,669.6,6,27,85.7,374.4,1,32,14.3,455.5,225000,36059,0.0468315059712403,5.42269458439611e-05
632,Atlanta Regional Commission,Yes,30290,3312,ZCTA,ZCTA5 30290,2652,219,15,55,0.6,2.1,80,87,3,3.3,139,91,5.2,3.4,324,178,12.2,6.6,992,194,37.4,6.7,854,172,32.2,5.9,239,81,9,3,9,30,0.3,1.1,95,103,3.6,3.9,1455,279,54.9,9.5,1102,193,41.6,6.4,278700,16509,0.391229474604329,0.00461227761550433
633,Atlanta Regional Commission,Yes,30291,3313,ZCTA,ZCTA5 30291,2967,583,281,147,9.5,4.6,759,274,25.6,7.8,1060,322,35.7,8.3,458,248,15.4,7.8,339,254,11.4,8.3,48,63,1.6,2.1,22,45,0.7,1.5,0,43,0,1.5,1040,311,35.1,7.9,1857,479,62.6,10.5,70,89,2.4,3,126000,12167,0.414263549548216,0.00310141297369223
634,Three Rivers,Partial,30292,3314,ZCTA,ZCTA5 30292,1551,187,52,65,3.4,4.2,280,127,18.1,7.9,228,82,14.7,5,255,92,16.4,5.6,414,134,26.7,8,184,79,11.9,4.9,138,88,8.9,5.6,0,33,0,2.1,332,143,21.4,8.9,897,182,57.8,9.4,322,123,20.8,7.5,192700,22181,0.786629543526531,0.01476572009139
635,Three Rivers,No,30293,3315,ZCTA,ZCTA5 30293,833,187,275,103,33,9.9,233,96,28,9.6,111,84,13.3,9.6,107,63,12.8,7,87,45,10.4,4.8,3,14,0.4,1.7,17,23,2,2.7,0,23,0,2.7,508,141,61,9.9,305,114,36.6,11,20,35,2.4,4.2,78400,12693,1.28366864346782,0.0203792992590752
636,Central Savannah River Area,No,30664,3496,ZCTA,ZCTA5 30664,15,12,11,35,73.3,222.8,0,29,0,193.8,0,18,0,122.6,4,15,26.7,96.1,0,18,0,122.6,0,18,0,122.6,0,18,0,122.6,0,23,0,150.1,11,45,73.3,295.3,4,30,26.7,198.2,0,34,0,229.3,,,0.0369742503999528,7.05889335919934e-05
637,Northeast Georgia,No,30665,3497,ZCTA,ZCTA5 30665,16,12,15,29,93.8,164,1,26,6.3,162.9,0,18,0,114.9,0,18,0,114.9,0,18,0,114.9,0,18,0,114.9,0,18,0,114.9,0,23,0,140.7,16,39,100,229.7,0,32,0,199,0,34,0,215,26700,17799,0.144554247890576,0.000612854254700304
638,Northeast Georgia,Partial,30666,3498,ZCTA,ZCTA5 30666,2695,278,118,83,4.4,3,375,124,13.9,4.4,608,130,22.6,4.2,548,195,20.3,6.9,336,129,12.5,4.6,397,151,14.7,5.4,266,93,9.9,3.3,47,44,1.7,1.6,493,149,18.3,5.2,1492,268,55.4,8.1,710,183,26.3,6.2,167300,12249,0.708253013954743,0.00938243070403761
639,Northeast Georgia,No,30667,3499,ZCTA,ZCTA5 30667,245,71,40,34,16.3,13.1,47,29,19.2,10.5,102,45,41.6,14,31,21,12.7,7.6,18,18,7.3,7.2,7,8,2.9,3,0,18,0,7.5,0,23,0,9.2,87,45,35.5,15.2,151,53,61.6,12.2,7,30,2.9,12.2,121100,15471,0.963441241146875,0.0197604026903669
640,Central Savannah River Area,No,30668,3500,ZCTA,ZCTA5 30668,621,85,129,45,20.8,6.6,248,74,39.9,10.6,86,42,13.8,6.5,69,34,11.1,5.3,52,29,8.4,4.5,24,18,3.9,2.9,13,13,2.1,2.1,0,23,0,3.6,377,86,60.7,11.1,207,62,33.3,8.8,37,32,6,5.1,80600,8941,1.70724779462915,0.0424140112457303
641,CSRA / NE,No,30669,3501,ZCTA,ZCTA5 30669,851,119,283,70,33.3,6.8,323,88,38,8.9,110,51,12.9,5.8,65,28,7.6,3.1,32,18,3.8,2,17,13,2,1.5,15,15,1.8,1.8,6,20,0.7,2.4,606,112,71.2,8.7,207,61,24.3,6.3,38,28,4.5,3.3,74000,13296,1.47626041359584,0.0314212910835711
642,Central Savannah River Area,No,30673,3502,ZCTA,ZCTA5 30673,1986,146,412,127,20.7,6.2,655,143,33,6.8,333,93,16.8,4.5,195,75,9.8,3.7,206,83,10.4,4.1,118,86,5.9,4.3,58,42,2.9,2.1,9,22,0.5,1.1,1067,192,53.7,8.8,734,145,37,6.8,185,98,9.3,4.9,89900,12148,1.88732060888258,0.066653550431977
643,Northeast Georgia,No,30677,3503,ZCTA,ZCTA5 30677,5675,313,118,74,2.1,1.3,322,151,5.7,2.6,505,131,8.9,2.3,732,147,12.9,2.5,1998,292,35.2,4.8,1356,212,23.9,3.5,495,134,8.7,2.3,149,70,2.6,1.2,440,168,7.8,2.9,3235,352,57,5.3,2000,260,35.2,4.2,258500,12917,1.63410321748365,0.0300922603687179
644,CSRA / NE,No,30678,3504,ZCTA,ZCTA5 30678,450,77,93,42,20.7,8.7,72,32,16,6.5,73,47,16.2,10,23,14,5.1,3,14,13,3.1,2.8,126,64,28,13.5,43,19,9.6,4,6,20,1.3,4.5,165,53,36.7,9.9,110,51,24.4,10.4,175,70,38.9,14.1,134500,53356,0.925682390080416,0.0182387745939101
645,Northeast Georgia,Partial,30680,3505,ZCTA,ZCTA5 30680,10593,460,381,100,3.6,0.9,1142,199,10.8,1.8,3047,332,28.8,2.9,2979,318,28.1,2.7,2054,280,19.4,2.5,796,187,7.5,1.7,165,88,1.6,0.8,29,48,0.3,0.5,1523,223,14.4,2,8080,539,76.3,3.9,990,212,9.3,2,159200,3233,1.31596992722832,0.0235791026032659
646,Northeast Georgia,No,30683,3506,ZCTA,ZCTA5 30683,1952,202,228,131,11.7,6.6,194,95,9.9,4.7,680,148,34.8,6.7,402,118,20.6,5.7,265,92,13.6,4.5,132,55,6.8,2.7,47,38,2.4,1.9,4,28,0.2,1.4,422,162,21.6,8,1347,211,69,8.1,183,72,9.4,3.6,141800,7321,0.649159156474359,0.00999202872139219
647,Northwest Georgia,No,30701,3507,ZCTA,ZCTA5 30701,8585,544,424,160,4.9,1.8,1912,333,22.3,3.6,2262,356,26.3,3.8,1592,294,18.5,3.2,1379,256,16.1,2.8,750,185,8.7,2.1,213,79,2.5,0.9,53,42,0.6,0.5,2336,370,27.2,3.9,5233,528,61,4.8,1016,206,11.8,2.3,141700,8407,1.49404711294469,0.038831849666587
648,Northwest Georgia,No,30705,3508,ZCTA,ZCTA5 30705,8291,457,1476,254,17.8,2.9,2112,299,25.5,3.3,2104,320,25.4,3.6,1372,289,16.5,3.4,807,185,9.7,2.2,325,142,3.9,1.7,79,58,1,0.7,16,47,0.2,0.6,3588,392,43.3,4.1,4283,469,51.7,4.9,420,161,5.1,1.9,116600,9305,2.04999626681683,0.0612669735654686
649,Northwest Georgia,No,30707,3509,ZCTA,ZCTA5 30707,4808,367,559,178,11.6,3.6,1439,263,29.9,5,1196,264,24.9,5.2,703,194,14.6,3.9,493,161,10.3,3.3,311,145,6.5,3,97,62,2,1.3,10,33,0.2,0.7,1998,317,41.6,5.8,2392,365,49.8,6.6,418,161,8.7,3.3,119900,10719,1.35729128697039,0.032885834654385
650,Northwest Georgia,No,30708,3510,ZCTA,ZCTA5 30708,62,59,0,37,0,59.3,28,40,45.2,49.1,0,18,0,29.7,34,52,54.8,65,0,18,0,29.7,0,18,0,29.7,0,18,0,29.7,0,23,0,36.3,28,55,45.2,77,34,58,54.8,77.3,0,34,0,55.5,152200,144391,0.461137087658554,0.00374381617212229
651,Northwest Georgia,No,30710,3511,ZCTA,ZCTA5 30710,1958,231,128,66,6.5,3.3,303,104,15.5,5,438,135,22.4,6.4,357,133,18.2,6.4,352,116,18,5.5,338,117,17.3,5.6,18,30,0.9,1.5,24,30,1.2,1.5,431,123,22,5.7,1147,222,58.6,9,380,124,19.4,5.9,168700,22064,0.627503189859215,0.0121626248970883
652,Northwest Georgia,No,30711,3512,ZCTA,ZCTA5 30711,1133,159,216,93,19.1,7.7,518,141,45.7,10.6,163,83,14.4,7.1,92,58,8.1,5,62,49,5.5,4.2,55,58,4.9,5.1,18,25,1.6,2.2,9,24,0.8,2.1,734,169,64.8,11.8,317,113,28,9.1,82,68,7.2,5.9,88200,9581,1.1334649276983,0.0177811980693258
653,Northwest Georgia,No,30720,3513,ZCTA,ZCTA5 30720,5083,402,240,121,4.7,2.4,683,208,13.4,4,1332,288,26.2,5.3,906,227,17.8,4.2,1191,217,23.4,3.8,623,183,12.3,3.5,108,61,2.1,1.2,0,43,0,0.9,923,241,18.2,4.5,3429,426,67.5,6.5,731,198,14.4,3.7,162700,8884,0.880092043202869,0.0124148944813033
654,Northwest Georgia,No,30721,3514,ZCTA,ZCTA5 30721,11119,567,1208,279,10.9,2.4,3149,434,28.3,3.6,3263,447,29.3,3.7,1911,319,17.2,2.7,931,202,8.4,1.8,373,147,3.4,1.3,165,92,1.5,0.8,119,78,1.1,0.7,4357,516,39.2,4.2,6105,585,54.9,4.5,657,190,5.9,1.7,117100,5444,1.68927565182013,0.0317254281548681
655,Northwest Georgia,No,30725,3515,ZCTA,ZCTA5 30725,1273,190,66,66,5.2,5.1,122,66,9.6,5,423,127,33.2,8.6,387,122,30.4,8.4,104,66,8.2,5,91,59,7.1,4.5,23,39,1.8,3.1,57,81,4.5,6.3,188,93,14.8,7,914,188,71.8,10.1,171,108,13.4,8.2,152300,11236,0.394402683838393,0.00380982157998225
656,Heart of Georgia Altamaha,No,31560,3731,ZCTA,ZCTA5 31560,712,101,105,51,14.7,6.9,153,56,21.5,7.3,146,65,20.5,8.7,122,63,17.1,8.6,135,71,19,9.6,24,27,3.4,3.8,24,29,3.4,4.1,3,19,0.4,2.7,258,76,36.2,9.4,403,115,56.6,14.1,51,44,7.2,6.1,123600,20238,1.28705305292963,0.0338886120397987
657,Coastal Regional Commission,No,31561,3732,ZCTA,ZCTA5 31561,30,35,0,37,0,122.6,0,29,0,96.9,0,18,0,61.3,0,18,0,61.3,0,18,0,61.3,0,18,0,61.3,0,18,0,61.3,30,37,100,35.6,0,47,0,156.2,0,32,0,106.1,30,45,100,93.7,,,0.345175494713746,0.00217160290741641
658,Southern Georgia,No,31562,3733,ZCTA,ZCTA5 31562,650,130,151,86,23.2,12.3,236,100,36.3,13.5,59,41,9.1,6,72,44,11.1,6.4,73,62,11.2,9.3,30,31,4.6,4.7,0,18,0,2.8,29,50,4.5,7.7,387,131,59.5,16.3,204,86,31.4,11.7,59,62,9.1,9.4,78100,17443,1.7616408974984,0.0261647036189719
659,Heart of Georgia Altamaha,No,31563,3734,ZCTA,ZCTA5 31563,422,95,125,55,29.6,11.1,68,28,16.1,5.7,114,69,27,15.1,37,32,8.8,7.4,39,34,9.2,7.7,31,29,7.3,6.7,8,18,1.9,4.3,0,23,0,5.3,193,62,45.7,10.4,190,83,45,16.9,39,41,9.2,9.5,106500,22376,1.55424070794216,0.0276824439479713
660,Coastal Regional Commission,No,31565,3735,ZCTA,ZCTA5 31565,762,133,42,48,5.5,6.2,169,82,22.2,10,149,67,19.6,8.1,147,77,19.3,9.6,149,81,19.6,10,96,52,12.6,6.5,10,22,1.3,2.9,0,23,0,3,211,95,27.7,11.5,445,130,58.4,13.7,106,61,13.9,7.6,155000,17091,1.62909341997817,0.0362870382927022
661,ARC / GM,Yes,30518,3414,ZCTA,ZCTA5 30518,12815,600,1181,258,9.2,2,323,129,2.5,1,848,200,6.6,1.5,2535,375,19.8,2.8,3683,418,28.7,3,3420,445,26.7,3.2,620,160,4.8,1.2,205,133,1.6,1,1504,289,11.7,2.2,7066,596,55.1,3.9,4245,491,33.1,3.5,244500,12186,0.582432007984937,0.0118878244279714
662,CRC / SG,No,31566,3736,ZCTA,ZCTA5 31566,1410,214,595,219,42.2,14.1,188,105,13.3,7.1,423,174,30,11.5,92,76,6.5,5.3,69,68,4.9,4.8,32,45,2.3,3.2,11,22,0.8,1.6,0,23,0,1.6,783,243,55.5,15,584,202,41.4,12.9,43,55,3,3.9,74100,41370,1.01230940921039,0.0157018800924931
663,ARC / GM,Yes,30519,3415,ZCTA,ZCTA5 30519,10859,662,349,219,3.2,2,72,70,0.7,0.6,425,151,3.9,1.4,2210,456,20.4,4,4857,611,44.7,4.9,2469,467,22.7,4.1,415,190,3.8,1.7,62,68,0.6,0.6,421,230,3.9,2.1,7492,777,69,5.8,2946,509,27.1,4.4,242500,7133,0.716828539499362,0.00874127263793015
664,Southern Georgia,No,31567,3737,ZCTA,ZCTA5 31567,137,77,58,63,42.3,39.1,0,29,0,21.2,36,37,26.3,22.6,22,30,16.1,19.9,14,21,10.2,14.5,7,17,5.1,12.1,0,18,0,13.4,0,23,0,16.4,58,69,42.3,44.5,72,52,52.6,24.1,7,34,5.1,24.4,114600,105882,0.601554515868994,0.0105595271678146
665,Georgia Mountains,No,30520,3416,ZCTA,ZCTA5 30520,1324,233,202,79,15.3,5.3,337,111,25.5,7.1,214,92,16.2,6.4,100,58,7.6,4.2,363,171,27.4,12,74,57,5.6,4.2,24,40,1.8,3,10,30,0.8,2.3,539,136,40.7,7.4,677,203,51.1,12.4,108,76,8.2,5.5,127700,26364,0.862273906598214,0.0146046260370156
666,Coastal Regional Commission,No,31568,3738,ZCTA,ZCTA5 31568,257,90,26,42,10.1,15.8,66,73,25.7,26.8,27,24,10.5,8.5,46,47,17.9,17.4,46,35,17.9,12,38,29,14.8,9.9,8,18,3.1,7.1,0,23,0,8.8,92,84,35.8,30.1,119,64,46.3,18.7,46,41,17.9,14.6,156600,58295,1.51458417346948,0.0323039489720476
667,Georgia Mountains,No,30521,3417,ZCTA,ZCTA5 30521,1271,179,250,116,19.7,8.7,366,131,28.8,9.5,223,107,17.5,8,113,72,8.9,5.5,170,74,13.4,5.5,99,76,7.8,5.9,28,35,2.2,2.8,22,39,1.7,3,616,175,48.5,12,506,148,39.8,10.2,149,92,11.7,7.1,106800,33390,1.58522687678828,0.0242123755784547
668,Coastal Regional Commission,No,31569,3739,ZCTA,ZCTA5 31569,1661,173,166,85,10,5,235,82,14.1,4.7,386,137,23.2,7.9,340,86,20.5,4.7,306,90,18.4,5.1,207,76,12.5,4.4,21,17,1.3,1,0,33,0,2,401,118,24.1,6.7,1032,186,62.1,9.1,228,84,13.7,4.9,154600,11563,1.13997619714803,0.0169794846869564
669,Northwest Georgia,No,30522,3418,ZCTA,ZCTA5 30522,421,100,75,63,17.8,14.2,42,54,10,12.5,42,41,10,9.5,58,50,13.8,11.3,116,72,27.6,15.9,76,57,18.1,12.8,12,24,2.9,5.6,0,23,0,5.3,117,82,27.8,18.4,216,97,51.3,19.6,88,66,20.9,14.8,172200,125121,1.16198645291573,0.0115820221650246
670,Southern Georgia,No,31601,3740,ZCTA,ZCTA5 31601,5069,405,1209,249,23.9,4.5,1643,329,32.4,6,958,276,18.9,5.2,528,176,10.4,3.4,440,132,8.7,2.5,172,62,3.4,1.2,109,56,2.2,1.1,10,48,0.2,0.9,2852,413,56.3,6.8,1926,354,38,6.3,291,96,5.7,1.8,80900,7063,1.19201033360086,0.0385543901894085
671,Georgia Mountains,No,30523,3419,ZCTA,ZCTA5 30523,4096,304,215,94,5.2,2.3,675,189,16.5,4.5,785,167,19.2,3.8,646,172,15.8,4,831,196,20.3,4.5,574,184,14,4.4,337,107,8.2,2.5,33,26,0.8,0.6,890,211,21.7,4.9,2262,310,55.2,6.3,944,215,23,5,171100,13289,1.49532106425733,0.0445919174808501
672,Southern Georgia,No,31602,3741,ZCTA,ZCTA5 31602,5691,401,335,144,5.9,2.5,1468,323,25.8,5.4,1365,257,24,4.2,1054,240,18.5,4,744,186,13.1,3.1,523,123,9.2,2.1,180,80,3.2,1.4,22,50,0.4,0.9,1803,354,31.7,5.8,3163,398,55.6,5.8,725,155,12.7,2.6,138800,7840,0.876042400812244,0.0101059100583279
673,Georgia Mountains,No,30525,3420,ZCTA,ZCTA5 30525,2138,183,171,73,8,3.3,333,101,15.6,4.5,418,120,19.6,5.3,289,88,13.5,3.9,310,93,14.5,4.2,340,95,15.9,4.2,216,76,10.1,3.5,61,39,2.9,1.8,504,124,23.6,5.4,1017,175,47.6,7.1,617,128,28.9,5.4,174500,18988,2.19751598756344,0.0531200401438447
674,Southern Georgia,No,31605,3742,ZCTA,ZCTA5 31605,5141,354,237,121,4.6,2.3,586,204,11.4,3.9,1439,271,28,4.9,1450,274,28.2,5,836,196,16.3,3.6,455,150,8.9,2.9,132,88,2.6,1.7,6,37,0.1,0.7,823,237,16,4.5,3725,432,72.5,6.8,593,177,11.5,3.4,161000,9428,0.765823964470623,0.0131970519591977
675,Georgia Mountains,Yes,30527,3421,ZCTA,ZCTA5 30527,1210,126,62,54,5.1,4.4,68,39,5.6,3.2,226,76,18.7,5.9,224,75,18.5,5.9,311,103,25.7,8,248,78,20.5,6.1,65,53,5.4,4.3,6,15,0.5,1.2,130,66,10.7,5.4,761,148,62.9,10.3,319,96,26.4,7.4,209200,29489,0.458407470558328,0.0064772450988215
676,Southwest Georgia,No,39815,3855,ZCTA,ZCTA5 39815,438,86,170,61,38.8,11.7,118,47,26.9,9.3,71,39,16.2,8.3,41,24,9.4,5.1,21,21,4.8,4.6,5,15,1.1,3.5,2,5,0.5,1.1,10,23,2.3,5.1,288,77,65.8,11.9,133,50,30.4,9.8,17,28,3.9,6.3,65100,11554,0.683398644094708,0.0125684253948974
677,Southern Georgia,No,31606,3743,ZCTA,ZCTA5 31606,963,156,238,89,24.7,8.3,248,92,25.8,8.6,170,73,17.7,7,157,84,16.3,8.3,108,48,11.2,4.6,40,30,4.2,3,2,13,0.2,1.4,0,23,0,2.3,486,128,50.5,10.4,435,121,45.2,10.2,42,40,4.4,4.1,97900,27129,0.706173259544547,0.0108607643652883
678,Georgia Mountains,No,30528,3422,ZCTA,ZCTA5 30528,7155,509,615,196,8.6,2.7,979,299,13.7,4.1,1266,269,17.7,3.5,1441,288,20.1,3.8,1812,336,25.3,4.3,733,202,10.2,2.7,272,144,3.8,2,37,48,0.5,0.7,1594,358,22.3,4.7,4519,518,63.2,5.7,1042,253,14.6,3.4,169100,8019,1.56164640743761,0.0457085299505413
679,Southern Georgia,No,31620,3744,ZCTA,ZCTA5 31620,2547,266,496,132,19.5,4.8,807,199,31.7,7.1,512,152,20.1,5.6,276,119,10.8,4.5,248,94,9.7,3.5,152,71,6,2.7,46,46,1.8,1.8,10,34,0.4,1.3,1303,239,51.2,7.7,1036,214,40.7,7.3,208,91,8.2,3.5,97700,13031,1.33617860733322,0.0312293566466746
680,GM / NE,No,30529,3423,ZCTA,ZCTA5 30529,2560,197,253,116,9.9,4.5,596,138,23.3,5.1,678,166,26.5,6.2,453,113,17.7,4.2,429,133,16.8,5,132,60,5.2,2.3,19,28,0.7,1.1,0,36,0,1.4,849,180,33.2,6.6,1560,241,60.9,8.2,151,76,5.9,2.9,129300,10714,0.965180661986393,0.0131907630663293
681,Southwest Georgia,No,39817,3856,ZCTA,ZCTA5 39817,2062,269,271,106,13.1,4.8,718,203,34.8,8.7,366,117,17.7,5.2,291,122,14.1,5.6,193,76,9.4,3.5,170,85,8.2,4,35,37,1.7,1.8,18,32,0.9,1.5,989,229,48,9.2,850,185,41.2,7.2,223,98,10.8,4.5,104900,16289,1.60294712548453,0.0372953910238781
682,Southern Georgia,No,31622,3745,ZCTA,ZCTA5 31622,573,98,203,76,35.4,11.8,179,67,31.2,10.3,66,32,11.5,5.3,44,32,7.7,5.4,60,35,10.5,5.8,6,16,1,2.9,15,21,2.6,3.6,0,23,0,3.9,382,101,66.7,13.4,170,57,29.7,8.6,21,35,3.7,6,68600,22859,1.08054554997087,0.0273518613433275
683,HOGA / SG,No,31510,3697,ZCTA,ZCTA5 31510,2457,226,811,171,33,6.3,688,178,28,6.8,259,85,10.5,3.3,262,107,10.7,4.2,278,91,11.3,3.5,124,59,5,2.4,35,42,1.4,1.7,0,33,0,1.3,1499,247,61,8.3,799,164,32.5,6,159,80,6.5,3.2,81400,7102,1.83369897341348,0.0559770156609166
684,Southern Georgia,No,31623,3746,ZCTA,ZCTA5 31623,30,20,4,35,13.3,116,16,24,53.3,72.1,10,18,33.3,57.1,0,18,0,61.3,0,18,0,61.3,0,18,0,61.3,0,18,0,61.3,0,23,0,75.1,20,42,66.7,134.3,10,32,33.3,103.8,0,34,0,114.6,75000,40684,0.0643864886602491,0.000217576095885058
685,Southern Georgia,No,31512,3698,ZCTA,ZCTA5 31512,620,198,109,91,17.6,13.5,188,109,30.3,14.6,132,101,21.3,14.8,41,47,6.6,7.3,120,96,19.4,14.2,29,29,4.7,4.4,1,14,0.2,2.2,0,23,0,3.6,297,141,47.9,16.9,293,147,47.3,18.3,30,39,4.8,6.1,103900,31637,0.918197951109754,0.0200690047820373
686,Southwest Georgia,No,39819,3857,ZCTA,ZCTA5 39819,2141,236,339,118,15.8,5.2,422,133,19.7,5.8,328,110,15.3,4.9,441,129,20.6,5.6,323,104,15.1,4.6,223,87,10.4,3.9,43,37,2,1.7,22,51,1,2.4,761,178,35.5,7.3,1092,199,51,7.4,288,107,13.5,4.8,146900,20827,1.33657235612869,0.0400275205177167
687,Southern Georgia,No,31624,3747,ZCTA,ZCTA5 31624,412,82,155,68,37.6,14.6,151,65,36.7,13.9,31,28,7.5,6.6,19,22,4.6,5.2,47,41,11.4,9.7,9,9,2.2,2.2,0,18,0,4.5,0,23,0,5.5,306,94,74.3,17.3,97,54,23.5,12.3,9,30,2.2,7.4,56900,7727,1.12382626017237,0.0196549449489064
688,Heart of Georgia Altamaha,No,31513,3699,ZCTA,ZCTA5 31513,4407,310,1592,256,36.1,5.2,989,205,22.4,4.4,794,203,18,4.4,589,167,13.4,3.7,274,110,6.2,2.4,140,75,3.2,1.7,29,28,0.7,0.6,0,36,0,0.8,2581,328,58.6,6.2,1657,285,37.6,5.9,169,88,3.8,2,78500,13833,2.00161269863872,0.0824553530391965
689,Southern Georgia,No,31625,3748,ZCTA,ZCTA5 31625,239,111,14,44,5.9,18.1,115,97,48.1,33.7,36,43,15.1,16.5,43,43,18,15.8,0,18,0,7.7,31,44,13,17.4,0,18,0,7.7,0,23,0,9.4,129,106,54,36.6,79,63,33.1,21.5,31,53,13,21.2,99000,36491,0.905894087321014,0.0148396219730144
690,Southern Georgia,No,31516,3700,ZCTA,ZCTA5 31516,4266,328,1171,274,27.4,6.1,923,260,21.6,5.9,839,237,19.7,5.3,571,181,13.4,4.1,502,157,11.8,3.6,162,87,3.8,2,86,61,2,1.4,12,36,0.3,0.8,2094,378,49.1,8,1912,337,44.8,7.1,260,112,6.1,2.6,102000,10505,1.68399045000314,0.040390566170782
691,SG / SW,No,31626,3749,ZCTA,ZCTA5 31626,1090,134,233,88,21.4,7.7,267,81,24.5,6.8,194,126,17.8,11.4,191,71,17.5,6.2,129,69,11.8,6.1,36,32,3.3,2.9,30,23,2.8,2.1,10,23,0.9,2.1,500,120,45.9,9.4,514,160,47.2,13.5,76,45,7,4.1,109100,22009,1.1097692689241,0.0352024378311472
692,HOGA / SG,No,31518,3701,ZCTA,ZCTA5 31518,244,61,85,57,34.8,21.9,50,35,20.5,13.4,20,18,8.2,7.1,22,16,9,6.3,40,28,16.4,10.6,9,21,3.7,8.4,5,15,2,6,13,27,5.3,11.1,135,67,55.3,23.9,82,37,33.6,12.6,27,37,11.1,15,85700,35670,0.785873393960818,0.0115029083896135
693,Southwest Georgia,No,39823,3858,ZCTA,ZCTA5 39823,1867,158,490,120,26.2,6,546,143,29.2,7.3,254,90,13.6,4.7,266,74,14.2,3.8,190,87,10.2,4.6,102,52,5.5,2.7,19,26,1,1.4,0,33,0,1.8,1036,187,55.5,8.8,710,145,38,7.1,121,67,6.5,3.5,93800,7924,2.45434902050555,0.0865085019425118
694,Southern Georgia,No,31627,3750,ZCTA,ZCTA5 31627,74,29,2,35,2.7,46.6,35,20,47.3,20,12,14,16.2,17.2,11,11,14.9,13.1,4,15,5.4,19.8,10,18,13.5,24.3,0,18,0,24.8,0,23,0,30.4,37,40,50,50.4,27,23,36.5,27.2,10,34,13.5,46.2,100000,55304,0.0996877021071412,0.000216149027235193
695,HOGA / SG,No,31519,3702,ZCTA,ZCTA5 31519,975,150,386,120,39.6,10.6,197,70,20.2,6.4,102,48,10.5,4.7,65,47,6.7,4.7,171,72,17.5,6.8,36,33,3.7,3.3,18,26,1.8,2.7,0,23,0,2.3,583,138,59.8,10.8,338,98,34.7,8.6,54,48,5.5,4.8,76800,32747,1.37398100878298,0.0336686129951947
696,RV / SW,No,39824,3859,ZCTA,ZCTA5 39824,176,80,17,37,9.7,20.8,72,53,40.9,23.6,29,35,16.5,18.5,22,20,12.5,10,36,45,20.5,23.6,0,18,0,10.4,0,18,0,10.4,0,23,0,12.8,89,65,50.6,28.7,87,60,49.4,25.9,0,34,0,19.5,98900,59616,1.18788104125844,0.0139147484311972
697,Southern Georgia,No,31629,3751,ZCTA,ZCTA5 31629,224,104,55,72,24.6,30.1,68,63,30.4,24.3,15,18,6.7,7.6,29,37,12.9,15.5,19,21,8.5,8.3,38,44,17,18,0,18,0,8.2,0,23,0,10.1,123,96,54.9,34.3,63,46,28.1,16.1,38,53,17,22.2,95600,79603,0.687991721005515,0.0107971194349624
698,Coastal Regional Commission,No,31520,3703,ZCTA,ZCTA5 31520,3925,401,857,214,21.8,5,989,241,25.2,5.6,889,257,22.6,6.1,664,205,16.9,4.9,197,92,5,2.3,272,106,6.9,2.6,48,39,1.2,1,9,39,0.2,1,1846,322,47,6.7,1750,341,44.6,7.4,329,120,8.4,2.9,105700,10773,0.425589954442239,0.00455361782084989
